100,5,3,0.000110626220703125,0.0006945133209228516,
100,11,3,0.0002510547637939453,0.002112865447998047,
100,21,3,0.00011491775512695312,0.0033211708068847656,
100,31,3,0.0002713203430175781,0.004295825958251953,
100,41,3,0.00014090538024902344,0.007752895355224609,
100,51,3,0.00017690658569335938,0.009994983673095703,
100,5,3,0.0002677440643310547,0.0007965564727783203,
100,11,3,0.00023865699768066406,0.002064228057861328,
100,21,3,0.00026297569274902344,0.004118442535400391,
100,31,3,0.0002129077911376953,0.005457401275634766,
100,41,3,0.00024056434631347656,0.006475210189819336,
100,51,3,0.00020432472229003906,0.008840560913085938,
100,5,3,0.00010633468627929688,0.0007474422454833984,
100,11,3,0.000293731689453125,0.002125978469848633,
100,21,3,0.000301361083984375,0.0029230117797851562,
100,31,3,0.00013566017150878906,0.00536036491394043,
100,41,3,0.00017380714416503906,0.0057942867279052734,
100,51,3,0.00017881393432617188,0.009157419204711914,
100,5,3,0.00014448165893554688,0.0008943080902099609,
100,11,3,0.0001239776611328125,0.0015783309936523438,
100,21,3,0.00032830238342285156,0.004183053970336914,
100,31,3,0.0002028942108154297,0.004427671432495117,
100,41,3,0.0002346038818359375,0.00563359260559082,
100,51,3,0.00015854835510253906,0.00763249397277832,
100,5,3,0.0001285076141357422,0.0008575916290283203,
100,11,3,0.00014591217041015625,0.0016400814056396484,
100,21,3,0.0002675056457519531,0.00408172607421875,
100,31,3,0.00016379356384277344,0.0044803619384765625,
100,41,3,0.0003180503845214844,0.006155490875244141,
100,51,3,0.00020003318786621094,0.009322643280029297,
5,5,3,2.2649765014648438e-05,0.00013065338134765625,
10,5,3,2.47955322265625e-05,0.00021076202392578125,
25,5,3,4.4345855712890625e-05,0.0003571510314941406,
50,5,3,0.00010275840759277344,0.0005795955657958984,
100,5,3,0.00026869773864746094,0.0008752346038818359,
200,5,3,0.00029468536376953125,0.001386880874633789,
500,5,3,0.0005717277526855469,0.004273176193237305,
1000,5,3,0.0011706352233886719,0.009199857711791992,
5,5,3,2.86102294921875e-05,0.00011515617370605469,
10,5,3,4.458427429199219e-05,0.000164031982421875,
25,5,3,7.224082946777344e-05,0.0002636909484863281,
50,5,3,0.0001220703125,0.00043082237243652344,
100,5,3,0.00012445449829101562,0.0010650157928466797,
200,5,3,0.00021910667419433594,0.0016777515411376953,
500,5,3,0.0005588531494140625,0.004824161529541016,
1000,5,3,0.0010738372802734375,0.008517980575561523,
5,5,3,2.7179718017578125e-05,0.00012540817260742188,
10,5,3,2.288818359375e-05,0.00017952919006347656,
25,5,3,7.009506225585938e-05,0.0003604888916015625,
50,5,3,8.654594421386719e-05,0.00042724609375,
100,5,3,0.00027298927307128906,0.0008747577667236328,
200,5,3,0.00023746490478515625,0.0017545223236083984,
500,5,3,0.0008819103240966797,0.0038268566131591797,
1000,5,3,0.0013954639434814453,0.013005733489990234,
5,5,3,2.384185791015625e-05,9.870529174804688e-05,
10,5,3,3.814697265625e-05,0.00013518333435058594,
25,5,3,4.124641418457031e-05,0.0003108978271484375,
50,5,3,0.0001010894775390625,0.00037097930908203125,
100,5,3,0.00019097328186035156,0.0009620189666748047,
200,5,3,0.0004076957702636719,0.0016133785247802734,
500,5,3,0.0005156993865966797,0.0045261383056640625,
1000,5,3,0.001575469970703125,0.008996963500976562,
5,5,3,2.6464462280273438e-05,0.00011229515075683594,
10,5,3,2.765655517578125e-05,0.00018668174743652344,
25,5,3,9.202957153320312e-05,0.0003139972686767578,
50,5,3,7.128715515136719e-05,0.0005583763122558594,
100,5,3,0.0002434253692626953,0.0008063316345214844,
200,5,3,0.00036644935607910156,0.0020105838775634766,
500,5,3,0.0005233287811279297,0.004384756088256836,
1000,5,3,0.0011649131774902344,0.009782552719116211,
